Lista de Productos,Precios,Descuento,Marca,Supermercado,Image URL,Lista de Productos Normalizados
camote frito cuisine & co bolsa 130 gr,S/5.50,11 %,Cuisine & Co,Metro,,[CLS] cam ##ote fri ##to cuisine & co bol ##sa 130 gr [SEP]
ajo molido sibarita sobre 100 g,S/2.99,0,Sibarita,Metro,,[CLS] ajo mol ##ido si ##bari ##ta sobre 100 g [SEP]
fusilli tricolor la molisana paquete 500 g,S/. 7.35,25 %,La Molisana,Metro,,[CLS] fu ##sil ##li tri ##color la mol ##isana pa ##quet ##e 500 g [SEP]
yuca frita en hojuelas veggie chips inka chips bolsa 125 g,S/8.50,0,Inka Chips,Metro,,[CLS] yu ##ca fri ##ta en ho ##ju ##elas veg ##gie chip ##s in ##ka chip ##s bol ##sa 125 g [SEP]
pasta penne rigate sin gluten la molisana bolsa 400 g,S/. 11.18,24 %,La Molisana,Metro,,[CLS] pasta penn ##e ri ##gate sin g ##lut ##en la mol ##isana bol ##sa 400 g [SEP]
tejas surtidas helena caja 260 g,S/52.90,0,Helena,Metro,,[CLS] tej ##as sur ##tida ##s hele ##na caja 260 g [SEP]
chupete globo pop surtido 24un,S/7.60,0,Globo Pop,Metro,,[CLS] chu ##pet ##e g ##lob ##o pop sur ##tido 24 ##un [SEP]
papas lays clásicas bolsa 210 gr,S/6.50,28 %,Frito Lays,Metro,,[CLS] papa ##s lay ##s clásica ##s bol ##sa 210 gr [SEP]
pasta gnocchi sin gluten la molisana bolsa 500 g,S/. 9.38,24 %,La Molisana,Metro,,[CLS] pasta g ##no ##cchi sin g ##lut ##en la mol ##isana bol ##sa 500 g [SEP]
crema de espárragos metro contenido 70 g,S/3.80,0,Metro,Metro,,[CLS] c ##rema de es ##pá ##rra ##gos metro contenido 70 g [SEP]
filete de atún en aceite girasol y sal florida 140g,S/6.00,13 %,Florida,Metro,,[CLS] file ##te de at ##ún en aceite gira ##sol y sal flor ##ida 140 ##g [SEP]
crema huancaína nicolini 190g,S/6.80,0,Nicolini,Metro,,[CLS] c ##rema hu ##anc ##aí ##na nic ##olin ##i 190 ##g [SEP]
maíz pop corn valle norte bolsa 500 g,S/5.70,0,Valle Norte,Metro,,[CLS] maí ##z pop corn valle norte bol ##sa 500 g [SEP]
arveja verde valle norte bolsa 500 g,S/4.60,0,Valle Norte,Metro,,[CLS] arv ##eja verde valle norte bol ##sa 500 g [SEP]
durazno en mitades arica contenido 820 g,S/11.90,0,Arica,Metro,,[CLS] dura ##zno en mitad ##es ari ##ca contenido 820 g [SEP]
chifles salados villa natura 500g,S/16.90,0,Villa Natura,Metro,,[CLS] chi ##f ##les sala ##dos villa natura 500 ##g [SEP]
chocolate de leche hershey's kisses 74g,S/11.00,14 %,Hershey's,Metro,,[CLS] chocolate de lec ##he her ##she ##y ' s kis ##ses 74 ##g [SEP]
penne rigate integral la molisana le integrali 500g,S/. 6.67,25 %,La Molisana,Metro,,[CLS] penn ##e ri ##gate integral la mol ##isana le integral ##i 500 ##g [SEP]
manjar blanco cuisine & co contenido 200 g,S/3.90,11 %,Cuisine & Co,Metro,,[CLS] manj ##ar blanco cuisine & co contenido 200 g [SEP]
aceite de oliva extra virgen huerto alamein 2l,S/76.00,0,Huerto Alamein,Metro,,[CLS] aceite de oli ##va extra vir ##gen hu ##erto alam ##ein 2 ##l [SEP]
filete de atún claro campomar en aceite lata 170 gr,S/6.90,0,Campomar,Metro,,[CLS] file ##te de at ##ún claro campo ##mar en aceite lata 170 gr [SEP]
crema de alcachofas provenzal sobre 70 g,S/4.27,0,Provenzal,Metro,,[CLS] c ##rema de al ##cach ##ofa ##s proven ##zal sobre 70 g [SEP]
trigo mote maxima bolsa 500 g,S/3.99,0,Máxima,Metro,,[CLS] tri ##go mot ##e maxima bol ##sa 500 g [SEP]
pudín swiss miss choco vainilla pack 6 unid,S/22.90,0,Swiss Miss,Metro,,[CLS] pu ##dí ##n s ##wis ##s miss cho ##co vain ##illa pack 6 uni ##d [SEP]
chocolate con leche y almendras hershey's kisses 74g,S/11.00,14 %,Hershey's,Metro,,[CLS] chocolate con lec ##he y al ##mend ##ras her ##she ##y ' s kis ##ses 74 ##g [SEP]
pistachos con cáscara vallealto 90g,S/12.80,0,Vallealto,Metro,,[CLS] pista ##chos con cá ##sca ##ra valle ##alt ##o 90 ##g [SEP]
gomas grissly delfin 90g,S/4.60,0,Grissly,Metro,,[CLS] go ##mas gris ##sl ##y del ##fin 90 ##g [SEP]
nueces peladas vallealto 90g,S/9.99,0,Vallealto,Metro,,[CLS] nu ##ece ##s pela ##das valle ##alt ##o 90 ##g [SEP]
chicle sin azúcar sabor fresa y limón trident splash 9un,S/2.56,20 %,Trident,Metro,,[CLS] chi ##cle sin az ##úcar sabor fr ##esa y li ##món tri ##dent sp ##lash 9 ##un [SEP]
trozo de atún real 140g,S/6.10,3 %,Real,Metro,,[CLS] tro ##zo de at ##ún real 140 ##g [SEP]
laurel sibarita 5 g,S/2.30,0,Sibarita,Metro,,[CLS] lau ##rel si ##bari ##ta 5 g [SEP]
chifles salados karinto bolsa 150 gr,S/8.70,0,Karinto,Metro,,[CLS] chi ##f ##les sala ##dos kar ##into bol ##sa 150 gr [SEP]
chupetes bon bon bum surtido tropical 24un,S/7.70,0,Bon Bon Bum,Metro,,[CLS] chu ##pet ##es bon bon bu ##m sur ##tido tropical 24 ##un [SEP]
comino molido sibarita frasco 40 g,S/9.90,0,Sibarita,Metro,,[CLS] com ##ino mol ##ido si ##bari ##ta fra ##sco 40 g [SEP]
sirope sabor maple spitze frasco 480 g,S/12.50,0,Spitze,Metro,,[CLS] sir ##ope sabor map ##le sp ##itze fra ##sco 480 g [SEP]
dulce de leche el manjar nestlé bolsa 200 g,S/5.40,0,Nestlé,Metro,,[CLS] dulce de lec ##he el manj ##ar nest ##lé bol ##sa 200 g [SEP]
chocolate kitkat tableta 41.5 g,S/4.20,0,Kit Kat,Metro,,[CLS] chocolate kit ##kat table ##ta 41 . 5 g [SEP]
cocktail de frutas aconcagua en almíbar lata 822 g,S/17.90,0,Aconcagua,Metro,,[CLS] co ##ckt ##ail de fr ##utas ac ##on ##ca ##gua en al ##mí ##bar lata 822 g [SEP]
chupetes bon bon bum surtido 24un,S/7.70,0,Bon Bon Bum,Metro,,[CLS] chu ##pet ##es bon bon bu ##m sur ##tido 24 ##un [SEP]
chocolates m&m peanut contenido 1.74 oz,S/4.90,0,M&M's,Metro,,[CLS] chocolate ##s m & m pe ##anut contenido 1 . 74 oz [SEP]
chocolate de leche snickers 53g,S/3.99,0,Snickers,Metro,,[CLS] chocolate de lec ##he s ##nick ##ers 53 ##g [SEP]
cubito sabor carne maggi 25un.,S/5.60,0,Maggi,Metro,,[CLS] cu ##bito sabor carne mag ##gi 25 ##un . [SEP]
chicle sin azúcar menta fresca trident 18un,S/2.88,20 %,Trident,Metro,,[CLS] chi ##cle sin az ##úcar ment ##a fr ##esca tri ##dent 18 ##un [SEP]
king kong de manjarblanco caja 450 g,S/22.90,17 %,San Roque,Metro,,[CLS] king kong de manj ##ar ##bla ##nco caja 450 g [SEP]
chocolate de leche con avellanas mauxion salut 100g,S/. 5.90,0,Mauxion,Metro,,[CLS] chocolate de lec ##he con ave ##llan ##as mau ##xion salut 100 ##g [SEP]
manjar blanco bonlé bolsa 1 kg,S/18.90,9 %,Bonlé,Metro,,[CLS] manj ##ar blanco bon ##lé bol ##sa 1 kg [SEP]
harina de trigo integral doypack 1 kg,S/12.90,0,Marimiel,Metro,,[CLS] hari ##na de tri ##go integral do ##y ##pac ##k 1 kg [SEP]
cobertura sabor chocolate con leche winter's 600g,S/12.90,25 %,Winters,Metro,,[CLS] cobertura sabor chocolate con lec ##he winter ' s 600 ##g [SEP]
salsa ocopa provenzal sobre 70 g,S/8.90,0,Provenzal,Metro,,[CLS] salsa o ##copa proven ##zal sobre 70 g [SEP]
crema instantánea maggi sabor hongos 65g,S/3.40,12 %,Maggi,Metro,,[CLS] c ##rema instant ##án ##ea mag ##gi sabor hon ##gos 65 ##g [SEP]
pudin de vainilla universal sobre 100 g,S/3.90,0,Universal,Metro,,[CLS] pu ##din de vain ##illa universal sobre 100 g [SEP]
pudín diet universal de vainilla caja 19 g,S/3.90,0,Universal,Metro,,[CLS] pu ##dí ##n diet universal de vain ##illa caja 19 g [SEP]
super sazonador ajinomoto frasco 100 g,S/8.99,0,Ajinomoto,Metro,,[CLS] super sa ##zona ##dor aj ##ino ##moto fra ##sco 100 g [SEP]
sazonador sazón completa badia frasco 12 onzas,S/29.50,0,Badia,Metro,,[CLS] sa ##zona ##dor sa ##zón completa bad ##ia fra ##sco 12 on ##zas [SEP]
salsa de tamarindo alida chiang frasco 12 onzas,S/9.99,0,Alida Chiang,Metro,,[CLS] salsa de tam ##arin ##do ali ##da chia ##ng fra ##sco 12 on ##zas [SEP]
crema de rocoto alacena uchucuta 85g,S/4.80,0,AlaCena,Metro,,[CLS] c ##rema de ro ##cot ##o ala ##cena u ##chu ##cut ##a 85 ##g [SEP]
nuez moscada entera badia sobre 14.2 g,S/4.20,0,Badia,Metro,,[CLS] nu ##ez mos ##cada enter ##a bad ##ia sobre 14 . 2 g [SEP]
ketchup heinz frasco 14 onzas,S/15.20,0,Heinz,Metro,,[CLS] ket ##chu ##p he ##in ##z fra ##sco 14 on ##zas [SEP]
aderezo cantones sabor oriental perú pride sobre 85 g,S/5.10,0,Perú Pride,Metro,,[CLS] ad ##ere ##zo canton ##es sabor oriental per ##ú pride sobre 85 g [SEP]
maní crocante salado karinto 100g,S/4.30,0,Karinto,Metro,,[CLS] man ##í c ##roca ##nte sala ##do kar ##into 100 ##g [SEP]
maíz gigante original inka corn doypack 100 g,S/4.50,15 %,Inka Corn,Metro,,[CLS] maí ##z gigante original in ##ka corn do ##y ##pac ##k 100 g [SEP]
chifles salados veggie chips 250g,S/10.20,0,Gelce,Metro,,[CLS] chi ##f ##les sala ##dos veg ##gie chip ##s 250 ##g [SEP]
chifles norteños milys 160g,S/7.50,0,Milys,Metro,,[CLS] chi ##f ##les norte ##ños mil ##ys 160 ##g [SEP]
chocolate orgánico 72% cacao orquídea tableta 90 g,S/17.40,0,Orquidea,Metro,,[CLS] chocolate org ##ánico 72 % ca ##cao or ##quí ##dea table ##ta 90 g [SEP]
bombones la ibérica surtidos caja 150 g,S/24.50,0,La Ibérica,Metro,,[CLS] bomb ##ones la i ##bé ##rica sur ##tidos caja 150 g [SEP]
toffees de chocolate la ibérica bolsa 300 g,S/23.50,0,La Ibérica,Metro,,[CLS] to ##ffe ##es de chocolate la i ##bé ##rica bol ##sa 300 g [SEP]
gomitas ambrosoli ambrosia bolsa 480 g,S/10.80,0,Ambrosoli,Metro,,[CLS] go ##mita ##s amb ##ros ##oli amb ##ros ##ia bol ##sa 480 g [SEP]
caramelos cavendish & harvey mixed fruit drops lata 200 g,S/. 10.90,0,Cavendish & Harvey,Metro,,[CLS] cara ##mel ##os cave ##ndi ##sh & har ##vey mixed fruit drop ##s lata 200 g [SEP]
tagliatelle al huevo la montanara bolsa 500 g,S/7.55,0,La Montanara,Metro,,[CLS] tag ##lia ##telle al hu ##evo la montana ##ra bol ##sa 500 g [SEP]
pastina codo chico nicolini 235g,S/2.25,0,Nicolini,Metro,,[CLS] pasti ##na co ##do chi ##co nic ##olin ##i 235 ##g [SEP]
fetuccini extra espinaca bolsa 500 g,S/7.55,0,La Montanara,Metro,,[CLS] fet ##ucci ##ni extra es ##pina ##ca bol ##sa 500 g [SEP]
cabello de ángel al huevo la montanara bolsa 250 g,S/3.80,0,La Montanara,Metro,,[CLS] cabe ##llo de án ##gel al hu ##evo la montana ##ra bol ##sa 250 g [SEP]
sólido de atún real en agua 140g,S/7.20,0,Real,Metro,,[CLS] só ##lido de at ##ún real en agua 140 ##g [SEP]
espárragos blancos valle fértil 210g,S/9.90,0,Valle Fértil,Metro,,[CLS] es ##pá ##rra ##gos blancos valle fé ##rti ##l 210 ##g [SEP]
filete de atún campomar gourmet artesanal en aceite vegetal frasco 160 gr,S/7.50,0,Campomar,Metro,,[CLS] file ##te de at ##ún campo ##mar go ##urm ##et artes ##ana ##l en aceite vegetal fra ##sco 160 gr [SEP]
choclo dulce desgranado valle fértil lata 432 g,S/8.80,0,Valle Fértil,Metro,,[CLS] cho ##clo dulce des ##gra ##nado valle fé ##rti ##l lata 432 g [SEP]
sopa ramen maruchan sabor pollo 85g,S/3.40,0,Maruchan,Metro,,[CLS] so ##pa ra ##men mar ##ucha ##n sabor poll ##o 85 ##g [SEP]
maíz pop corn tesoro del campo bolsa 500 g,S/4.60,0,Tesoro del Campo,Metro,,[CLS] maí ##z pop corn tesoro del campo bol ##sa 500 g [SEP]
arroz parbolizado costeño bolsa 750 gr,S/. 4.70,0,Costeño,Metro,,[CLS] arroz par ##bol ##izado coste ##ño bol ##sa 750 gr [SEP]
aceite de oliva la española extra virgen botella 250 ml,S/. 15.90,0,La Española,Metro,,[CLS] aceite de oli ##va la española extra vir ##gen bot ##ella 250 ml [SEP]
pack futbolero frito lays,S/35.00,46 %,Frito Lays,Metro,,[CLS] pack futbol ##ero fri ##to lay ##s [SEP]
longan en conserva kingmax 567g,S/10.03,0,Kingmax,Metro,,[CLS] longa ##n en conserva king ##max 567 ##g [SEP]
castaña de agua entera kingmax 567g,S/6.71,0,Kingmax,Metro,,[CLS] cast ##aña de agua enter ##a king ##max 567 ##g [SEP]
galletas morochas fiesta 224g,S/8.90,11 %,Morochas,Metro,,[CLS] gall ##etas mor ##ocha ##s fiesta 224 ##g [SEP]
pack tiyapuy lonchera 6un,S/12.90,0,Tiyapuy,Metro,,[CLS] pack ti ##ya ##pu ##y lo ##nche ##ra 6 ##un [SEP]
aceite de soya costeño 900ml,S/9.90,9 %,Costeño,Metro,,[CLS] aceite de soy ##a coste ##ño 900 ##ml [SEP]
salsa sweet baby ray's secret sauce 414ml,S/25.90,0,Sweet Baby Ray's,Metro,,[CLS] salsa sweet baby ray ' s secret sau ##ce 414 ##ml [SEP]
salsa sweet baby ray's cream buffalo 414ml,S/25.90,0,Sweet Baby Ray's,Metro,,[CLS] salsa sweet baby ray ' s cream bu ##ffa ##lo 414 ##ml [SEP]
salsa sweet baby ray's honey mustard 414ml,S/25.90,0,Sweet Baby Ray's,Metro,,[CLS] salsa sweet baby ray ' s hon ##ey must ##ard 414 ##ml [SEP]
salsa sweet baby ray's chicken 414ml,S/25.90,0,Sweet Baby Ray's,Metro,,[CLS] salsa sweet baby ray ' s chi ##cken 414 ##ml [SEP]
galletas multigrano leonor 180g,S/14.90,0,Leonor,Metro,,[CLS] gall ##etas multi ##gra ##no leo ##nor 180 ##g [SEP]
galletas con avena leonor chochochip 180g,S/14.90,0,Leonor,Metro,,[CLS] gall ##etas con ave ##na leo ##nor cho ##cho ##chi ##p 180 ##g [SEP]
filete de caballa marinero 140g,S/5.20,5 %,Marinero,Metro,,[CLS] file ##te de ca ##ball ##a marine ##ro 140 ##g [SEP]
chocolate con leche vizzio crunch 10un,S/9.90,25 %,Vizzio,Metro,,[CLS] chocolate con lec ##he viz ##zio c ##run ##ch 10 ##un [SEP]
chocolate con leche vizzio maní 10un,S/9.90,30 %,Vizzio,Metro,,[CLS] chocolate con lec ##he viz ##zio man ##í 10 ##un [SEP]
chocolate con leche vizzio 10un,S/9.90,25 %,Vizzio,Metro,,[CLS] chocolate con lec ##he viz ##zio 10 ##un [SEP]
duraznos en mitades en conserva del rio 820g,S/12.50,0,Del Río,Metro,,[CLS] dura ##zno ##s en mitad ##es en conserva del rio 820 ##g [SEP]
pack galletas oreo: original 432g + chocolate 216g + cookies 216g,S/15.00,20 %,Oreo,Metro,,[CLS] pack gall ##etas ore ##o : original 432 ##g + chocolate 216 ##g + co ##okie ##s 216 ##g [SEP]
cheetos queso picante 90g,S/4.99,0,Frito Lays,Metro,,[CLS] che ##etos que ##so pi ##cante 90 ##g [SEP]
doritos queso fuego 90g,S/5.10,0,Frito Lays,Metro,,[CLS] dor ##itos que ##so fuego 90 ##g [SEP]
doritos queso atrevido 90g,S/4.99,0,Frito Lays,Metro,,[CLS] dor ##itos que ##so at ##re ##vido 90 ##g [SEP]
aceite de coco olivos del sur 200ml,S/16.60,10 %,Olivos del Sur,Metro,,[CLS] aceite de co ##co oli ##vos del sur 200 ##ml [SEP]
tuco con carne b&d 230g,S/7.20,0,B&D,Metro,,[CLS] tu ##co con carne b & d 230 ##g [SEP]
mayonesa b&d 400g,S/13.70,0,B&D,Metro,,[CLS] mayo ##nesa b & d 400 ##g [SEP]
mostaza b&d 1kg,S/11.70,0,B&D,Metro,,[CLS] most ##aza b & d 1 ##kg [SEP]
hummus tradicional olivos del sur 220g,S/19.90,0,Olivos del Sur,Metro,,[CLS] hu ##mm ##us tradicional oli ##vos del sur 220 ##g [SEP]
palmito entero olivos del sur 200g,S/15.20,0,Olivos del Sur,Metro,,[CLS] palm ##ito enter ##o oli ##vos del sur 200 ##g [SEP]
hummus de alcachofa olivos del sur 220g,S/19.90,0,Olivos del Sur,Metro,,[CLS] hu ##mm ##us de al ##cach ##ofa oli ##vos del sur 220 ##g [SEP]
palmito entero olivos del sur 410g,S/21.20,0,Olivos del Sur,Metro,,[CLS] palm ##ito enter ##o oli ##vos del sur 410 ##g [SEP]
pepinillos en rodajas olivos del sur 520g,S/20.90,0,Olivos del Sur,Metro,,[CLS] pe ##pini ##llos en roda ##jas oli ##vos del sur 520 ##g [SEP]
tapenade tradicional olivos del sur 260g,S/14.80,0,Olivos del Sur,Metro,,[CLS] tape ##nade tradicional oli ##vos del sur 260 ##g [SEP]
pepinillos entero olivos del sur 550g,S/15.80,0,Olivos del Sur,Metro,,[CLS] pe ##pini ##llos enter ##o oli ##vos del sur 550 ##g [SEP]
tapenade mix de aceitunas olivos del sur 260g,S/14.80,0,Olivos del Sur,Metro,,[CLS] tape ##nade mix de ac ##eit ##unas oli ##vos del sur 260 ##g [SEP]
tapenade con alcachofa olivos del sur 260g,S/14.80,0,Olivos del Sur,Metro,,[CLS] tape ##nade con al ##cach ##ofa oli ##vos del sur 260 ##g [SEP]
hummus pimiento piquillo olivos del sur 220g,S/19.90,0,Olivos del Sur,Metro,,[CLS] hu ##mm ##us pi ##miento pi ##qui ##llo oli ##vos del sur 220 ##g [SEP]
pickles en rodajas cuisine & co 380g,S/12.90,0,Cuisine & Co,Metro,,[CLS] pick ##les en roda ##jas cuisine & co 380 ##g [SEP]
pickles enteros cuisine & co 380g,S/9.90,12 %,Cuisine & Co,Metro,,[CLS] pick ##les enter ##os cuisine & co 380 ##g [SEP]
chocolates surtidos corazón mamá 95.2g,S/11.20,0,Snickers,Metro,,[CLS] chocolate ##s sur ##tidos corazón mam ##á 95 . 2 ##g [SEP]
salsa tipo mexicana cuisine & co picante 195g,S/6.80,0,Cuisine & Co,Metro,,[CLS] salsa tipo mexicana cuisine & co pi ##cante 195 ##g [SEP]
salsa tipo mexicana cuisine & co clásica 195g,S/6.80,0,Cuisine & Co,Metro,,[CLS] salsa tipo mexicana cuisine & co clásica 195 ##g [SEP]
orégano molido badia 42.5g,S/9.20,0,badia,Metro,,[CLS] or ##ég ##ano mol ##ido bad ##ia 42 . 5 ##g [SEP]
mayonesa acevichada legovic picante 340g,S/18.90,17 %,legovic,Metro,,[CLS] mayo ##nesa ac ##evi ##cha ##da leg ##ovi ##c pi ##cante 340 ##g [SEP]
